Dataset,Method,Top_K,Meta_Model,FS_Method,Best_n,R2,MSE,MAE,Selected_Features
tvol_lidarLiveQMinMax,TopKAverage,20,None,None,20,0.8521684862371539,5256.514266185874,61.43892903795271,"['pred_RFE_RF_RF_Top74', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RFE_RF_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top70', 'pred_RFE_RF_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,LinearRegression,RF,20,0.8474817020994695,5423.164441477956,57.73162346748478,"['pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_RF_XGB_Top10', 'pred_XGB_RF_Top70', 'pred_XGB_XGB_Top10', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top185', 'pred_RF_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top70', 'pred_RF_XGB_Top72', 'pred_RF_RF_Top103', 'pred_RFE_RF_RF_Top74', 'pred_RFE_RF_RF_Top10', 'pred_RF_RF_Top70']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,RandomForest,RF,3,0.8242372047428419,6249.679903948591,62.62149972698801,"['pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,XGBoost,RF,15,0.8316697101847932,5985.39883224289,61.59968427697461,"['pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_RF_XGB_Top10', 'pred_XGB_RF_Top70', 'pred_XGB_XGB_Top10', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top185', 'pred_RF_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top70']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,LinearRegression,RFE_RF,20,0.8474817020994693,5423.164441477962,57.731623467484894,"['pred_RFE_RF_RF_Top74', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RFE_RF_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top70', 'pred_RFE_RF_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,RandomForest,RFE_RF,18,0.815121128930899,6573.824474597997,68.46848104912806,"['pred_RFE_RF_RF_Top74', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RFE_RF_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,XGBoost,RFE_RF,16,0.8296241551530279,6058.133589082298,64.07188304179297,"['pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,LinearRegression,XGB,3,0.8542566932703116,5182.26291218735,60.37342098889359,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,RandomForest,XGB,20,0.8189430228080348,6437.927606753968,67.51755136563605,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_XGB_Top49', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_XGB_Top20', 'pred_RFE_RF_RF_Top74', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_RF_XGB_Top10', 'pred_XGB_RF_Top185', 'pred_RF_RF_Top70', 'pred_RFE_RF_RF_Top70']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,XGBoost,XGB,14,0.8201676590891804,6394.382641821401,68.16872653591795,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_XGB_Top49', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_XGB_Top20', 'pred_RFE_RF_RF_Top74', 'pred_XGB_XGB_Top10']"
