FS_Method,Model,Features_Used,Best_Params,CV_R2,CV_R2_Std,CV_MSE,CV_MSE_Std,CV_MAE,CV_MAE_Std,Test_R2,Test_MSE,Test_MAE,R2_Rank
RF,RF,15,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'random_state': 42}",0.755069445512855,0.07150208217024524,4687.279146199306,1080.521780801309,51.39131501951755,4.7057349470299625,0.7648229392620043,4972.374036688897,50.43385954656074,22.0
RFE_RF,RF,15,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'random_state': 42}",0.7534856410921903,0.07139886080550394,4716.55835584692,1059.4987842544801,51.552791920814535,4.591593080685986,0.7622937153548497,5025.849691369857,50.85714991693112,23.0
RF_XGB,XGB,17,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'random_state': 42, 'subsample': 1.0}",0.7591539148668707,0.07849690434982642,4609.624419883845,1201.3635083426232,50.73722738513483,5.971477736980242,0.7605168587819202,5063.417962112037,55.31517403989761,24.0
XGB,XGB,10,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'random_state': 42, 'subsample': 1.0}",0.7373779878055193,0.061608104796292106,5054.076130369459,899.0865135087935,53.1255131847062,4.265051219417865,0.7592038930947818,5091.178137672118,52.37466208319769,25.0
RF_XGB,XGB,10,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'random_state': 42, 'subsample': 1.0}",0.7370152628576413,0.06144898715905127,5062.111677637444,900.0597680686951,53.13084648952969,4.328782548497673,0.7592038930947818,5091.178137672118,52.37466208319769,25.0
RFE_RF,RF,5,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'random_state': 42}",0.742799342631925,0.07652080056090767,4926.15948353613,1182.9800132721332,52.31226128751253,4.575863466953923,0.7587354566651614,5101.082339779134,51.451325281204696,27.0
RFE_RF,XGB,5,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'random_state': 42, 'subsample': 1.0}",0.7177182064870002,0.10290594152603802,5439.545571284321,1801.8502723352808,54.342386035286964,7.778537881823613,0.7581957326623286,5112.493782758486,53.19018951120527,28.0
RF,XGB,20,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 42, 'subsample': 0.8}",0.7463924952655201,0.08657447983013729,4831.618825048555,1296.3372122595924,51.925014232319334,6.5664273068279515,0.7568887854380946,5140.126709306302,53.47607209730359,29.0
RF,XGB,35,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'random_state': 42, 'subsample': 1.0}",0.7422387284102164,0.08331076613794065,4908.167140235089,1112.6668901283904,52.72397898107562,5.82482946348895,0.7551162904417339,5177.60276276325,53.062014617450046,30.0
RF,RF,5,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.7147093889176783,0.08283866099057069,5522.791424097331,1470.7734415540183,54.60219595683584,5.8355319446084675,0.7450414977571798,5390.615194386035,51.08639510546061,31.0
RF_XGB,RF,5,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.7125417079470465,0.07590632507134759,5574.358916008305,1368.6465757286142,54.918453535375946,5.344309796932759,0.7441724462805999,5408.9896437695415,50.88703083703507,32.0
XGB,RF,5,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.7125417079470465,0.07590632507134759,5574.358916008305,1368.6465757286142,54.918453535375946,5.344309796932759,0.7441724462805999,5408.9896437695415,50.88703083703507,32.0
XGB,XGB,5,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'random_state': 42, 'subsample': 0.8}",0.6783564165858278,0.08459392148601134,6308.815072146991,1783.8350225430963,57.21768412567957,6.547299907272379,0.7346985588699483,5609.297070180143,52.38801290025499,34.0
RF_XGB,XGB,5,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'random_state': 42, 'subsample': 0.8}",0.6783564165858278,0.08459392148601134,6308.815072146991,1783.8350225430963,57.21768412567957,6.547299907272379,0.7346985588699483,5609.297070180143,52.38801290025499,34.0
RF,XGB,5,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'random_state': 42, 'subsample': 0.8}",0.6825919416200842,0.09056597225193015,6183.202507132314,1760.8465730616383,56.61655827883815,7.137736679410488,0.7318416567886505,5669.700859945308,52.8931997028266,36.0
XGB,XGB,20,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'random_state': 42, 'subsample': 1.0}",0.757417824970896,0.07396480522256485,4639.8148196241,1088.5118931607667,51.01200796143086,6.7304654958693515,0.7116611352318982,6096.379810352923,56.71321676727778,37.0
