Base_Model,Weight
RF_XGB_RF_Top7,0.35493434652050404
XGB_RF_Top7,0.35493434652050393
RF_RF_Top6,0.3054069432081449
RF_XGB_RF_Top2,0.21373951276158862
RF_XGB_Top3,0.13975777237591708
RF_XGB_XGB_Top6,0.12961070704615424
XGB_RF_Top5,-0.1421643501314183
RFE_RF_RF_Top5,-0.1601132709807201
RF_RF_Top5,-0.1601132709807207
