mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.18731350898742677,0.024332347621769862,0.0032395839691162108,0.0015792411941324314,,1,2,100,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.6710616922079221,0.7969891146033317,0.564340851075197,0.6091035062012493,0.6727158596190865,0.8187515330101105,0.6437896529589013,0.7806233772706693,0.6976047802571508,0.6993578425078908,0.6954338209711509,0.07823913586021244,31
0.418967080116272,0.022091044693865688,0.005361223220825195,0.0017383305241402078,,1,2,200,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.6786945848888504,0.7976408291196319,0.5769945714947485,0.6119699861929215,0.6699109553780727,0.8229873106800236,0.6428447824006627,0.7804189510207957,0.6931826437943527,0.6942683040405986,0.6968912919010659,0.07656050861723826,6
0.6958382368087769,0.03767666598726749,0.008796787261962891,0.0012776636243564316,,1,2,300,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'random_state': 42}",0.682508809258834,0.7995499829423505,0.569606637458107,0.6194596700377955,0.6724767724621615,0.8252390458369416,0.6480009794122634,0.7854977322971746,0.6829735642606678,0.6937778645188468,0.6979091058485143,0.07774723000175832,2
0.21162045001983643,0.009542427667926,0.0035329580307006834,0.0007658832058958198,,1,5,100,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",0.6578091151496801,0.7928502682580006,0.5703900454327693,0.6072420883434231,0.6756558378317208,0.8207387203069435,0.6423973176915092,0.7770374292519757,0.6936393410200528,0.7004446623194429,0.6938204825605517,0.07738612036738729,50
0.4800571441650391,0.02009506080246006,0.006066274642944336,0.0011403705981614602,,1,5,200,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.66992301445211,0.7926645909099752,0.5730598201523178,0.6120354000557067,0.6729700871858654,0.8239222517137644,0.6445662931001352,0.7749111502926119,0.691193203769364,0.6956248706208863,0.6950870682252737,0.07613815138112759,33
0.7758562803268433,0.03881429394499971,0.009504461288452148,0.0007616920421256438,,1,5,300,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'random_state': 42}",0.6786342930584444,0.7954196571696098,0.5670324009415364,0.6165264087269797,0.6745118426028884,0.8236855789695495,0.647510949360061,0.7819317512676182,0.6833623470624451,0.6963746561894186,0.6964989885348551,0.07732573437251282,17
0.24440839290618896,0.012211932477750624,0.003775143623352051,0.00047916086311060915,,1,10,100,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.6461973631197346,0.7904512522018409,0.5759485250012487,0.584280561870259,0.6779759973774301,0.8265386690577783,0.6339375264565859,0.7787529627084188,0.6936435389249833,0.7010082395216564,0.6908734636239936,0.08131897998446969,69
0.4917996168136597,0.01126001255341529,0.006692314147949218,0.0019765092241391994,,1,10,200,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200, 'random_state': 42}",0.6579927611889664,0.7910354265256768,0.5777385159942615,0.5958719618978416,0.6769213163933016,0.8272088946111935,0.6342404763128094,0.7786181165768121,0.6917699441725899,0.7002154522148039,0.6931612865888257,0.07915966632558384,57
0.7266472339630127,0.01265515111367314,0.008690929412841797,0.0008819805912901551,,1,10,300,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300, 'random_state': 42}",0.6693791066028181,0.7940582694034007,0.5745832942165437,0.6050159338450183,0.6773004372193318,0.8282880541732499,0.6424039697036756,0.7828655578038513,0.6865510216495094,0.6997135762888235,0.6960159220906224,0.07855905213778828,20
0.2568080425262451,0.009867478480299174,0.004282188415527344,0.0008173745341776182,,2,2,100,42,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.6561630697717702,0.7985313023125429,0.5669166817365194,0.5932838339531405,0.6774845482561549,0.823234593594081,0.644320984872744,0.7729751300198572,0.6888410704596765,0.6985338590885217,0.6920285074065008,0.08021225652695493,62
0.49005067348480225,0.012529154946469234,0.006124138832092285,0.0009847131253249827,,2,2,200,42,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.663393378926598,0.7962290967433261,0.5750956559739389,0.6087517128930078,0.681564694870039,0.8246960389106885,0.6435393224728043,0.7803194281312082,0.6800723673182696,0.6969258609402282,0.6950587557180107,0.07760013658822236,36
0.7140215873718262,0.009023057725064754,0.008872246742248536,0.001793325356687131,,2,2,300,42,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300, 'random_state': 42}",0.6737531172330955,0.7962067033642131,0.5685680281794785,0.616590766817547,0.6821006011323438,0.8250018900828909,0.6496939077005291,0.7848784939914606,0.6725709071179004,0.6987056801029748,0.6968070095722434,0.07778759105046101,8
