mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.18405373096466066,0.0209739311011118,0.0035627603530883787,0.001932538477635517,,1,2,100,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.6550590160019992,0.7921906498456197,0.5652016948144425,0.6060381867241491,0.6761592798314753,0.8246314639334286,0.6542548017138866,0.7766950439925842,0.7009116026927547,0.7045907047306841,0.6955732444281024,0.07837109927563538,42
0.41236746311187744,0.017533303499627013,0.005867505073547363,0.0011667476364027366,,1,2,200,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.6703995306607706,0.795712746826696,0.5842180807013153,0.6120436746742455,0.6727004885607714,0.8277727538669934,0.6485228959929279,0.775316484451774,0.701415285880324,0.6996273718756159,0.6987729313491434,0.07520610056725388,5
0.6807461023330689,0.036342140770416635,0.012569451332092285,0.008221811037778958,,1,2,300,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'random_state': 42}",0.6820023708726975,0.7995464761510778,0.5759115342411188,0.6189490912490583,0.6746562125444305,0.8263775304359522,0.6481358061171019,0.7814353614672367,0.6918679982411613,0.6989977852860036,0.6997880166605839,0.07629056147108222,1
0.20599806308746338,0.006164476973263586,0.0033785820007324217,0.000604658977876823,,1,5,100,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",0.6585834177748169,0.7910504390491055,0.5716175685181517,0.5967990168893571,0.6752676037399177,0.8233829437160026,0.6496598325262848,0.7792960959740383,0.6950229243627264,0.7023634539070569,0.6943043296457458,0.07842257549562442,54
0.4547342538833618,0.01596952292473697,0.00629737377166748,0.0011383946013946112,,1,5,200,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.6661323469626552,0.7920216939704501,0.5784304681674993,0.6103522698054166,0.6726108735595635,0.8279401544334868,0.644675562809159,0.7810297010573448,0.6948713607038661,0.6979116411627484,0.696597607263219,0.07687082103785153,29
0.6922812700271607,0.010176344220341084,0.008691143989562989,0.0009525202029227138,,1,5,300,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'random_state': 42}",0.6732490133489738,0.7962745400015052,0.5731652052346293,0.6171888092943487,0.6733941051730001,0.8260969961501416,0.646548017653681,0.7843896216095134,0.6885368287975284,0.7016235655253247,0.6980466702788647,0.07720886919738303,15
0.20931146144866944,0.0031402576690315073,0.0037130117416381836,0.0005716265525407333,,1,10,100,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.6383628224241528,0.7908710534184855,0.5744845942262282,0.587752748678918,0.6815193290474658,0.8306407853365981,0.6307649104558873,0.7751907580311537,0.7003741365778137,0.6993304379296799,0.6909291576126384,0.08212413573954708,75
0.42460663318634034,0.01909994840894247,0.006010246276855469,0.0006212754849263865,,1,10,200,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200, 'random_state': 42}",0.6549264106266259,0.7898030405259686,0.5815558716423306,0.5961885750134617,0.6765006733665417,0.8332047297733075,0.6314828320262111,0.7765201807085922,0.6978712102742823,0.7010496077220225,0.6939103131679345,0.0796131191204201,59
0.6280179023742676,0.014893724346607778,0.00861501693725586,0.0009734111807568295,,1,10,300,42,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300, 'random_state': 42}",0.663381607516258,0.7934276877694174,0.575380746087757,0.6049136144557716,0.6768380129565612,0.8311338335264618,0.639305928126784,0.781146643435047,0.6915476684363089,0.7015243876754584,0.6958600129985826,0.07908507915842497,37
0.22139852046966552,0.006927407182099333,0.0036880970001220703,0.00047338389232070996,,2,2,100,42,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.6485647511139776,0.8016820738610073,0.5705668393698291,0.6007561870016646,0.6736473460346712,0.8289439909694397,0.6506341182931344,0.7735568170118283,0.6966954020552467,0.6957746908410736,0.6940822216551873,0.08027097224105324,56
