Base_Model,Weight
RFE_RF_RF_Top74,1.8976321191500858
XGB_RF_Top185,0.8421023474954946
XGB_XGB_Top49,0.5649015199610015
RF_XGB_RF_Top10,0.24881302778991393
RF_XGB_RF_Top70,-0.45032842454021915
XGB_RF_Top70,-0.5228744687818984
RF_RF_Top103,-1.5648463069756597
