Dataset,Method,Top_K,Meta_Model,FS_Method,Best_n,R2,MSE,MAE,Selected_Features
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,RandomForest,RF,17,0.7635007900261873,5000.328381012167,52.42404163333333,"['pred_RF_XGB_XGB_Top15', 'pred_XGB_XGB_Top20', 'pred_RFE_RF_RF_Top15', 'pred_RF_XGB_Top36', 'pred_RF_XGB_RF_Top15', 'pred_RFE_RF_RF_Top20', 'pred_RF_RF_Top15', 'pred_RF_XGB_Top20', 'pred_RF_XGB_XGB_Top17', 'pred_RFE_RF_RF_Top5', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top35', 'pred_XGB_RF_Top14', 'pred_XGB_XGB_Top15', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_Top35', 'pred_RF_XGB_RF_Top10']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,XGBoost,RF,19,0.7468060272334591,5353.307556781879,57.302977241424216,"['pred_RF_XGB_XGB_Top15', 'pred_XGB_XGB_Top20', 'pred_RFE_RF_RF_Top15', 'pred_RF_XGB_Top36', 'pred_RF_XGB_RF_Top15', 'pred_RFE_RF_RF_Top20', 'pred_RF_RF_Top15', 'pred_RF_XGB_Top20', 'pred_RF_XGB_XGB_Top17', 'pred_RFE_RF_RF_Top5', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top35', 'pred_XGB_RF_Top14', 'pred_XGB_XGB_Top15', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_Top35', 'pred_RF_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top25', 'pred_RF_RF_Top16']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,LinearRegression,RFE_RF,2,0.7749894939234445,4757.421471661978,50.03383313506554,"['pred_RF_XGB_XGB_Top15', 'pred_RFE_RF_RF_Top15']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,RandomForest,RFE_RF,18,0.7632419044440895,5005.80202688076,52.55857034761904,"['pred_RF_XGB_XGB_Top17', 'pred_XGB_RF_Top14', 'pred_RF_XGB_RF_Top15', 'pred_RF_XGB_Top36', 'pred_XGB_XGB_Top20', 'pred_RF_XGB_XGB_Top15', 'pred_XGB_XGB_Top15', 'pred_RF_RF_Top15', 'pred_RFE_RF_XGB_Top35', 'pred_RFE_RF_RF_Top20', 'pred_RF_XGB_RF_Top10', 'pred_RFE_RF_RF_Top15', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_Top20', 'pred_RF_RF_Top10', 'pred_RFE_RF_RF_Top5', 'pred_RF_XGB_Top35', 'pred_RFE_RF_XGB_Top25']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,XGBoost,RFE_RF,20,0.7579998677582608,5116.634975613902,52.64284153968991,"['pred_RF_XGB_XGB_Top17', 'pred_XGB_RF_Top14', 'pred_RF_XGB_RF_Top15', 'pred_RF_XGB_Top36', 'pred_XGB_XGB_Top20', 'pred_RF_RF_Top16', 'pred_RF_XGB_XGB_Top15', 'pred_XGB_XGB_Top15', 'pred_RF_RF_Top15', 'pred_RFE_RF_XGB_Top35', 'pred_RFE_RF_RF_Top20', 'pred_RF_XGB_RF_Top10', 'pred_RFE_RF_RF_Top15', 'pred_XGB_RF_Top10', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_Top20', 'pred_RF_RF_Top10', 'pred_RFE_RF_RF_Top5', 'pred_RF_XGB_Top35', 'pred_RFE_RF_XGB_Top25']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,LinearRegression,XGB,6,0.7736845119777949,4785.012846112078,50.21589016103427,"['pred_RFE_RF_RF_Top15', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top14', 'pred_RF_XGB_XGB_Top15', 'pred_RFE_RF_XGB_Top25']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,RandomForest,XGB,3,0.7757208703854565,4741.957900005195,52.93857308095235,"['pred_RFE_RF_RF_Top15', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top10']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,XGBoost,XGB,20,0.7554161148107874,5171.263543693286,53.31135252837225,"['pred_RFE_RF_RF_Top15', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top14', 'pred_RF_XGB_XGB_Top15', 'pred_RFE_RF_XGB_Top25', 'pred_XGB_XGB_Top20', 'pred_RF_XGB_Top36', 'pred_RF_RF_Top10', 'pred_XGB_XGB_Top15', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top15', 'pred_RF_XGB_RF_Top15', 'pred_RFE_RF_RF_Top20', 'pred_RFE_RF_RF_Top5', 'pred_RF_XGB_XGB_Top17', 'pred_RF_RF_Top16', 'pred_RF_XGB_Top35', 'pred_RFE_RF_XGB_Top35', 'pred_RF_XGB_Top20']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,LinearRegression,RF_XGB,2,0.7749894939234445,4757.421471661978,50.03383313506553,"['pred_RFE_RF_RF_Top15', 'pred_RF_XGB_XGB_Top15']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,RandomForest,RF_XGB,19,0.7654113016878219,4959.93422627066,51.57329525873015,"['pred_RFE_RF_RF_Top15', 'pred_RF_XGB_XGB_Top15', 'pred_RFE_RF_RF_Top10', 'pred_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_Top36', 'pred_RF_XGB_RF_Top15', 'pred_RFE_RF_RF_Top20', 'pred_RF_RF_Top15', 'pred_XGB_RF_Top14', 'pred_RF_RF_Top10', 'pred_RFE_RF_RF_Top5', 'pred_RF_XGB_XGB_Top17', 'pred_RF_XGB_Top20', 'pred_RFE_RF_XGB_Top25', 'pred_XGB_XGB_Top15', 'pred_RFE_RF_XGB_Top35', 'pred_RF_XGB_Top35', 'pred_XGB_RF_Top10']"
prf2000_mean_raw_Aug_9input_QMinMax,FS_MetaModel,20,XGBoost,RF_XGB,19,0.7633046498457707,5004.475394065201,53.77212791481025,"['pred_RFE_RF_RF_Top15', 'pred_RF_XGB_XGB_Top15', 'pred_RFE_RF_RF_Top10', 'pred_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_Top36', 'pred_RF_XGB_RF_Top15', 'pred_RFE_RF_RF_Top20', 'pred_RF_RF_Top15', 'pred_XGB_RF_Top14', 'pred_RF_RF_Top10', 'pred_RFE_RF_RF_Top5', 'pred_RF_XGB_XGB_Top17', 'pred_RF_XGB_Top20', 'pred_RFE_RF_XGB_Top25', 'pred_XGB_XGB_Top15', 'pred_RFE_RF_XGB_Top35', 'pred_RF_XGB_Top35', 'pred_XGB_RF_Top10']"
prf2000_mean_raw_Aug_9input_QMinMax,RandomAverage,30,None,None,30,0.7758444869321807,4739.344261984939,49.176286915472886,"['pred_RFE_RF_RF_Top20', 'pred_RFE_RF_XGB_Top25', 'pred_RFE_RF_RF_Top15', 'pred_RFE_RF_RF_Top5', 'pred_RF_XGB_Top10', 'pred_RF_RF_Top15', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_Top15', 'pred_RF_XGB_Top25', 'pred_RFE_RF_RF_Top10', 'pred_XGB_RF_Top14', 'pred_RF_RF_Top5', 'pred_RF_RF_Top10', 'pred_XGB_XGB_Top15', 'pred_RF_XGB_XGB_Top17', 'pred_RF_XGB_XGB_Top10', 'pred_RFE_RF_XGB_Top5', 'pred_XGB_XGB_Top5', 'pred_RF_XGB_Top20', 'pred_XGB_RF_Top10', 'pred_XGB_XGB_Top20', 'pred_RFE_RF_XGB_Top35', 'pred_XGB_RF_Top5', 'pred_RFE_RF_XGB_Top20', 'pred_RF_XGB_Top35', 'pred_RF_XGB_Top30', 'pred_RF_XGB_Top36', 'pred_RF_XGB_XGB_Top5', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_XGB_Top15']"
