Model,CV R2,CV MAE,CV MSE,Validation R2,Validation MAE,Validation MSE
Random Forest,0.7451075975459533,62.18254140410456,6742.547612653383,0.3300552960046631,80.17144936637268,10458.514989437645
Gradient Boosting,0.7333406226091144,64.46917731992757,7076.502252992873,0.40664917366864917,75.74463913567779,9262.807025973352
Linear Regression,0.7407506788461665,60.53457074536885,6739.688575967285,0.4569553064152091,66.92736837363717,8477.477370775125
