FS_Method,Model,Features_Used,Fold,R2,MSE,MAE
XGB,RF,20,7,0.7962818194078951,8430.404917543956,70.83161081920909
XGB,RF,20,8,0.594080284775514,3451.42639163851,47.56334889226363
XGB,RF,20,9,0.6974410201939807,14890.100163116587,80.95010977847264
XGB,RF,20,10,0.6879035790451338,6752.621603471008,54.54080095840457
XGB,RF,25,1,0.8202703366010172,6463.670371129322,57.20785377487393
XGB,RF,25,2,0.23521613746594328,5605.626811817712,49.667929460108674
XGB,RF,25,3,0.7828506809416111,6024.7006025058645,63.45840465770435
XGB,RF,25,4,0.8118985436647784,6869.802225314802,61.603067798752164
XGB,RF,25,5,0.7158259980116185,9494.777482346319,67.00339561201363
XGB,RF,25,6,0.6238425456560865,4357.214331823349,55.72818328934091
XGB,RF,25,7,0.7812644775471733,9051.862817389218,72.43669893050911
XGB,RF,25,8,0.5958545744657336,3436.3400826134607,47.78905387998636
XGB,RF,25,9,0.7096169136448298,14290.877250695297,80.5534494811727
XGB,RF,25,10,0.6628339929238733,7295.035477730015,57.38173917122272
XGB,RF,27,1,0.8231648221992875,6359.575140284382,58.735241911491315
XGB,RF,27,2,0.24975003850143773,5499.0978572776385,50.70557854201735
XGB,RF,27,3,0.8101365023792023,5267.668963780255,61.776534887965234
XGB,RF,27,4,0.828294771018125,6270.982623631067,58.943321960265195
XGB,RF,27,5,0.7105609477059467,9670.692522905721,66.67635196602271
XGB,RF,27,6,0.6391658244083959,4179.7173580985045,54.594670002681845
XGB,RF,27,7,0.7820584075887983,9019.007862040373,72.07727379966815
XGB,RF,27,8,0.6550975937003922,2932.612590604927,44.45514770191362
XGB,RF,27,9,0.7162577620415467,13964.05536010529,79.4382646261454
XGB,RF,27,10,0.6766238636012709,6996.673265307428,56.90981751277275
XGB,XGB,5,1,0.7930753375793472,7441.692062679734,68.40103828681471
XGB,XGB,5,2,-0.16250809660807475,8520.821207849698,68.45079580057595
XGB,XGB,5,3,0.6260692947624483,10374.52272431195,73.11890231010021
XGB,XGB,5,4,0.8314118704001057,6157.140568986386,59.466432680146056
XGB,XGB,5,5,0.7891472926478511,7044.977808845419,67.27159313220123
XGB,XGB,5,6,0.699744760129053,3478.002148468966,48.18568766596236
XGB,XGB,5,7,0.6756621153042673,13421.971913049161,90.06442570129171
XGB,XGB,5,8,0.4800474658208824,4421.016845345081,51.213830601942476
XGB,XGB,5,9,0.5670562008666307,21306.842514570926,103.37126089892966
XGB,XGB,5,10,0.6964898219760536,6566.84680563581,58.6401799502801
XGB,XGB,10,1,0.8547787712696544,5222.633457670189,51.51046034563774
XGB,XGB,10,2,0.150294223505132,6228.077913534575,51.73164430381771
XGB,XGB,10,3,0.6766263548803987,8971.842062570431,79.25475748199896
XGB,XGB,10,4,0.808475024276371,6994.835287637167,58.88485905165167
XGB,XGB,10,5,0.6708601138027817,10997.170600198499,77.7970237694363
XGB,XGB,10,6,0.6286064846914243,4302.031314177425,54.25838483084163
XGB,XGB,10,7,0.7215525064140818,11522.904398526169,86.05775251854135
XGB,XGB,10,8,0.6155340627612065,3269.0106755178417,45.75151123992809
XGB,XGB,10,9,0.5739792475574337,20966.132552083345,102.55696726293723
XGB,XGB,10,10,0.6479807937771475,7616.404217339315,65.49235760047542
XGB,XGB,15,1,0.8328510597629286,6011.2261501188505,58.21902912124916
XGB,XGB,15,2,0.2138186767195981,5762.463515023107,50.98713539208305
XGB,XGB,15,3,0.6581886011263776,9483.388433668366,80.92007061797682
XGB,XGB,15,4,0.7550527355469651,8945.912994024724,64.7065898910326
XGB,XGB,15,5,0.6795792147901624,10705.849356375953,76.5985133380122
XGB,XGB,15,6,0.6722644478189919,3796.3199413443576,49.08106648133435
XGB,XGB,15,7,0.7050456859619672,12206.000918964633,86.50959508667879
XGB,XGB,15,8,0.5963216907957434,3432.3683178311835,45.6468435993053
XGB,XGB,15,9,0.5707895578661222,21123.10954553877,104.1683026705411
XGB,XGB,15,10,0.5928028600547778,8810.252279257487,62.08508382877574
XGB,XGB,16,1,0.863951064964978,4892.7675809275825,55.92648777047639
XGB,XGB,16,2,0.40008787773893073,4397.168457684817,47.92235802348696
XGB,XGB,16,3,0.7336258736787151,7390.41856681255,64.39923432578804
XGB,XGB,16,4,0.7919950230218281,7596.714462298561,59.767557883370856
XGB,XGB,16,5,0.6815840405817681,10638.864429363019,73.83815053000578
XGB,XGB,16,6,0.5761908462216799,4909.187090341394,56.16322838265492
XGB,XGB,16,7,0.759643177428338,9946.610229307676,76.04284918990588
XGB,XGB,16,8,0.5937403993211445,3454.316346433379,46.23397113135764
XGB,XGB,16,9,0.5900537422780479,20175.044359576583,95.20514655285865
XGB,XGB,16,10,0.6236090428672223,8143.719497678831,57.915848796491474
RF_XGB,RF,5,1,0.8067323389963929,6950.541332475181,61.678071489808694
RF_XGB,RF,5,2,0.1933257285944685,5912.670423263539,53.09541452073037
RF_XGB,RF,5,3,0.7540163550431092,6824.6947326594345,64.98015098404785
RF_XGB,RF,5,4,0.8284068807095643,6266.888176821702,61.38457530281743
RF_XGB,RF,5,5,0.7035412478895842,9905.233639555632,77.96000099965903
RF_XGB,RF,5,6,0.6399612923681874,4170.503066703016,55.87860094957728
RF_XGB,RF,5,7,0.7599909417343771,9932.21880922304,76.65111696979547
RF_XGB,RF,5,8,0.5085889289788248,4178.336444505663,48.18997783415455
RF_XGB,RF,5,9,0.6545376430952573,17001.541650477277,88.86779342380902
RF_XGB,RF,5,10,0.6432018436629093,7719.803165922521,65.4560263112818
RF_XGB,RF,10,1,0.8084895710358925,6887.345483475569,64.99986492559566
RF_XGB,RF,10,2,0.15677087735726702,6180.606063953316,56.0648972080217
RF_XGB,RF,10,3,0.7633637698849101,6565.355324765056,66.84734787945652
RF_XGB,RF,10,4,0.8004760285461696,7286.972944294596,64.01646987584785
RF_XGB,RF,10,5,0.6885217089214064,10407.064135633555,76.91701469910454
RF_XGB,RF,10,6,0.5905137867845687,4743.277519299332,57.145908771681846
RF_XGB,RF,10,7,0.7807971267716206,9071.203046449707,73.42808247764093
RF_XGB,RF,10,8,0.5971602508089053,3425.238267104774,47.781938598195445
RF_XGB,RF,10,9,0.692234896659071,15146.313682034663,85.63551435622263
RF_XGB,RF,10,10,0.6409423161465632,7768.6910521527925,64.62065863287727
