FS_Method,Model,Features_Used,Fold,R2,MSE,MAE
RF_XGB,RF,15,1,0.8242579734688353,6320.2618219455335,56.12362580410437
RF_XGB,RF,15,2,0.19331180211667487,5912.772499995462,51.196353493317346
RF_XGB,RF,15,3,0.7801864744118665,6098.617696764112,63.48666464300004
RF_XGB,RF,15,4,0.8244874761373471,6410.031854583247,59.9179082303652
RF_XGB,RF,15,5,0.7137103859571056,9565.463982715875,68.20638710267727
RF_XGB,RF,15,6,0.6319309780671158,4263.522094127858,53.85592467210908
RF_XGB,RF,15,7,0.7965537929085698,8419.149924342737,68.90990168191819
RF_XGB,RF,15,8,0.626839408151985,3172.8843579608265,44.94440416556818
RF_XGB,RF,15,9,0.6838584735697224,15558.549930613406,84.1197207978409
RF_XGB,RF,15,10,0.6975687556146382,6543.502639834973,54.68717572690454
RF_XGB,RF,20,1,0.8101760567215687,6826.6939062585125,57.165402608791304
RF_XGB,RF,20,2,0.2400628894367256,5570.101633883617,51.88725031922169
RF_XGB,RF,20,3,0.8044913462268075,5424.291032963107,59.41776566073042
RF_XGB,RF,20,4,0.8156354480561198,6733.323781162436,60.33190099491308
RF_XGB,RF,20,5,0.723901452755185,9224.961646547035,67.56747054763633
RF_XGB,RF,20,6,0.6161460552058242,4446.366515589363,55.13475141645911
RF_XGB,RF,20,7,0.7810635128929143,9060.179273999,71.89751390693635
RF_XGB,RF,20,8,0.6019748637131159,3384.3009057994086,47.50547213766817
RF_XGB,RF,20,9,0.711411952323274,14202.536439472833,81.35742311483175
RF_XGB,RF,20,10,0.6692061785504878,7157.164757546953,57.36769527105909
RF_XGB,RF,25,1,0.8207127698641329,6447.759014484456,58.9936570691174
RF_XGB,RF,25,2,0.2505527076235047,5493.214543347912,50.831696161169575
RF_XGB,RF,25,3,0.7973695847904767,5621.880786421319,62.790700522069585
RF_XGB,RF,25,4,0.8137240372931192,6803.131927090612,59.868748940008665
RF_XGB,RF,25,5,0.7288942876109146,9058.141826192064,66.29918359418181
RF_XGB,RF,25,6,0.6197307123860737,4404.843691941754,54.73802265151364
RF_XGB,RF,25,7,0.7850167648985931,8896.5830988707,72.10033980801364
RF_XGB,RF,25,8,0.6350479663408195,3103.0891908190297,46.46500143605908
RF_XGB,RF,25,9,0.6944011351167207,15039.704690847953,83.93545071831358
RF_XGB,RF,25,10,0.6571156911038878,7418.7585511528505,57.8636052293591
RF_XGB,RF,30,1,0.8218239882574208,6407.795942898413,60.096519579713025
RF_XGB,RF,30,2,0.2701629157079908,5349.477843858094,48.75247398981735
RF_XGB,RF,30,3,0.8106580288030647,5253.199470743431,61.53432950717825
RF_XGB,RF,30,4,0.806418262207982,7069.951923678419,60.62075343162171
RF_XGB,RF,30,5,0.7150908751583127,9519.339292594574,66.28759085941361
RF_XGB,RF,30,6,0.6362276040955551,4213.752189814107,54.60753299775911
RF_XGB,RF,30,7,0.7865928793659974,8831.35925327185,72.1130630663409
RF_XGB,RF,30,8,0.6627504014025791,2867.542820690315,43.99893865055908
RF_XGB,RF,30,9,0.6988700777011557,14819.77070393368,83.26982649486808
RF_XGB,RF,30,10,0.6622756864640722,7307.115181336601,57.85966178194548
RF_XGB,RF,34,1,0.8277476490904311,6194.761598478869,60.236446571382636
RF_XGB,RF,34,2,0.24828476133537813,5509.837881186605,50.45909967534777
RF_XGB,RF,34,3,0.8099408805221473,5273.096395582356,62.02303172216522
RF_XGB,RF,34,4,0.8211781565173928,6530.894136738702,59.340198605326094
RF_XGB,RF,34,5,0.7160692499367568,9486.649986920347,67.36398116454544
RF_XGB,RF,34,6,0.6438482581860626,4125.478455404289,54.4672757209455
RF_XGB,RF,34,7,0.7806157516631396,9078.70883509368,72.74949744660454
RF_XGB,RF,34,8,0.6620294863712521,2873.6725677115323,44.138473640749986
RF_XGB,RF,34,9,0.7006199696362878,14733.651738945591,84.09499382433629
RF_XGB,RF,34,10,0.68320732621501,6854.2312862063345,55.60109220750003
RF_XGB,XGB,5,1,0.7927600211736507,7453.031878659397,68.42896187079909
RF_XGB,XGB,5,2,-0.16250809660807475,8520.821207849698,68.45079580057595
RF_XGB,XGB,5,3,0.6256595565290006,10385.890709220337,73.20571287820484
RF_XGB,XGB,5,4,0.8314118704001057,6157.140568986386,59.466432680146056
RF_XGB,XGB,5,5,0.7905304753021516,6998.763125488983,67.10454268387026
RF_XGB,XGB,5,6,0.704473188114616,3423.2304725450504,47.84671644126421
RF_XGB,XGB,5,7,0.67582991065567,13415.028091189499,90.0348392560902
RF_XGB,XGB,5,8,0.4789212071919704,4430.593120184275,51.498900847858664
RF_XGB,XGB,5,9,0.5697118767716297,21176.146409462548,103.09593685773648
RF_XGB,XGB,5,10,0.6965016044582756,6566.591875945325,58.56430978315475
RF_XGB,XGB,10,1,0.7789940440109041,7948.101735430698,68.36021762014097
RF_XGB,XGB,10,2,0.005440085086064861,7289.813499107966,57.208515266409016
RF_XGB,XGB,10,3,0.5798152747526077,11657.817663619011,87.04506281949473
RF_XGB,XGB,10,4,0.7804111907925393,8019.776771208184,64.3971939927607
RF_XGB,XGB,10,5,0.7229119694705262,9258.022107900295,77.70295005332274
RF_XGB,XGB,10,6,0.6513614693979536,4038.4492839963586,54.11803747786311
RF_XGB,XGB,10,7,0.719593822126793,11603.960009760678,83.77110376732065
RF_XGB,XGB,10,8,0.5207282382674867,4075.1191557568786,53.13903530354847
RF_XGB,XGB,10,9,0.6182037299610312,18789.674351854926,90.88683246833051
RF_XGB,XGB,10,10,0.5794668662901399,9098.794260364897,69.8691164763379
RF_XGB,XGB,15,1,0.8257173461904608,6267.777974578252,61.35323504095448
RF_XGB,XGB,15,2,0.38651774013441076,4496.63332733296,48.1430356100794
RF_XGB,XGB,15,3,0.7238112879834421,7662.7193992906705,68.7761451627161
RF_XGB,XGB,15,4,0.8008047556538577,7274.96724130901,59.2882170125743
RF_XGB,XGB,15,5,0.6424656193260043,11945.883026016165,72.73793221266666
RF_XGB,XGB,15,6,0.6218292283645275,4380.535563015191,53.24610391813299
RF_XGB,XGB,15,7,0.769357374663623,9544.610683148798,73.9474866133345
RF_XGB,XGB,15,8,0.6352486809347793,3101.3825684974295,45.566914315658295
RF_XGB,XGB,15,9,0.5872565947926196,20312.70282952429,99.32945717734484
RF_XGB,XGB,15,10,0.7272217686332482,5901.920222116603,53.935823412245206
