Method,Top_K,Meta_Model,FS_Method,Best_n,Fold,R2,MSE,MAE
FS_MetaModel,10,LinearRegression,RF_XGB,3,5,0.8275092795307009,5240.8202791816775,58.640960297211514
FS_MetaModel,10,LinearRegression,RF_XGB,3,6,0.8300237393341228,8065.683840515272,65.06618407845237
FS_MetaModel,10,LinearRegression,RF_XGB,3,7,0.6255877767981459,5164.143276499388,51.306543969929706
FS_MetaModel,10,LinearRegression,RF_XGB,3,8,0.608816417531465,5001.12647243115,54.79832208380628
FS_MetaModel,10,LinearRegression,RF_XGB,3,9,0.8812901380102309,5077.567858977091,54.36437027046161
FS_MetaModel,10,LinearRegression,RF_XGB,3,10,0.8260571722365027,4902.310388012626,49.28827466826156
RandomAverage,20,None,None,20,1,0.6137705554331779,6125.816615317951,56.05947111664482
RandomAverage,20,None,None,20,2,0.33561371957190844,15573.055298583435,90.06910932220156
RandomAverage,20,None,None,20,3,0.8416944632850241,7708.441803545179,63.60945459497475
RandomAverage,20,None,None,20,4,0.5589809563836372,8277.010784484612,68.75785354705613
RandomAverage,20,None,None,20,5,0.8074007871477942,5851.780650715774,60.687559163614445
RandomAverage,20,None,None,20,6,0.8237737547267672,8362.257018755197,67.00387324052026
RandomAverage,20,None,None,20,7,0.6250756109442686,5171.2074097911245,52.04705122529706
RandomAverage,20,None,None,20,8,0.5773215220934871,5403.7761805998,54.15203755226741
RandomAverage,20,None,None,20,9,0.8594077865768709,6013.540005305135,58.587880422453395
RandomAverage,20,None,None,20,10,0.8256082945216325,4914.961314255744,50.07609133075327
TopKAverage,20,None,None,20,1,0.6082918297487527,6212.712291710677,56.11432950141979
TopKAverage,20,None,None,20,2,0.37961425209725197,14541.693353928624,84.83714799383412
TopKAverage,20,None,None,20,3,0.8409590315363046,7744.252508294508,63.08061431198164
TopKAverage,20,None,None,20,4,0.5324818864485488,8774.343248482095,70.19218781189737
TopKAverage,20,None,None,20,5,0.8299539839664062,5166.542332238261,57.13290312981007
TopKAverage,20,None,None,20,6,0.8264862301991373,8233.545106282343,67.76799920834627
TopKAverage,20,None,None,20,7,0.6317641996035502,5078.953930834916,51.00272160602863
TopKAverage,20,None,None,20,8,0.6026615182977814,5079.814410453695,53.356251829552996
TopKAverage,20,None,None,20,9,0.8797990206756485,5141.347306826939,53.379971148045755
TopKAverage,20,None,None,20,10,0.839574772442067,4521.337669787989,47.892501166642134
FS_MetaModel,20,LinearRegression,RF,2,1,0.57830265792878,6688.357454446659,55.90588374614152
FS_MetaModel,20,LinearRegression,RF,2,2,0.3781909022936184,14575.056332446078,87.15941255711304
FS_MetaModel,20,LinearRegression,RF,2,3,0.8333919760748376,8112.718500446999,62.59842894367648
FS_MetaModel,20,LinearRegression,RF,2,4,0.5013540576240532,9358.547895894246,72.65766537405707
FS_MetaModel,20,LinearRegression,RF,2,5,0.8341626435303626,5038.669781581946,57.15312427869533
FS_MetaModel,20,LinearRegression,RF,2,6,0.8244816472927905,8328.666224321742,66.53028603826027
FS_MetaModel,20,LinearRegression,RF,2,7,0.6134939824931854,5330.948959319357,52.30528632629928
FS_MetaModel,20,LinearRegression,RF,2,8,0.6082122903509274,5008.849998086895,54.59338849719975
FS_MetaModel,20,LinearRegression,RF,2,9,0.8723147400420705,5461.471870663897,56.95363904049079
FS_MetaModel,20,LinearRegression,RF,2,10,0.8223446520692697,5006.942044376627,50.01049591783853
FS_MetaModel,20,LinearRegression,RFE_RF,2,1,0.5636777381634765,6920.316922468232,57.16467902255304
FS_MetaModel,20,LinearRegression,RFE_RF,2,2,0.36902410880221737,14789.923776518372,86.81280012664033
FS_MetaModel,20,LinearRegression,RFE_RF,2,3,0.8391598419669866,7831.861245022421,62.282510389598855
FS_MetaModel,20,LinearRegression,RFE_RF,2,4,0.5013540576240532,9358.547895894246,72.65766537405707
FS_MetaModel,20,LinearRegression,RFE_RF,2,5,0.8309690791819746,5135.700489983922,58.25176379488595
FS_MetaModel,20,LinearRegression,RFE_RF,2,6,0.8244816472927905,8328.666224321742,66.53028603826027
FS_MetaModel,20,LinearRegression,RFE_RF,2,7,0.6274969428611417,5137.810783923082,51.435634771047575
FS_MetaModel,20,LinearRegression,RFE_RF,2,8,0.6091241132679444,4997.192704854683,54.54875136067328
FS_MetaModel,20,LinearRegression,RFE_RF,2,9,0.8723147400420701,5461.471870663914,56.95363904049088
FS_MetaModel,20,LinearRegression,RFE_RF,2,10,0.8304836140641302,4777.557950487487,48.853788953303436
FS_MetaModel,20,LinearRegression,XGB,2,1,0.5105838919719156,7762.415239276207,58.66580798291628
FS_MetaModel,20,LinearRegression,XGB,2,2,0.38948603796710113,14310.301057344957,84.23505547658746
FS_MetaModel,20,LinearRegression,XGB,2,3,0.8410061208829283,7741.959565826749,61.574453637501946
FS_MetaModel,20,LinearRegression,XGB,2,4,0.5175907457049587,9053.81900879686,71.2562106511788
FS_MetaModel,20,LinearRegression,XGB,2,5,0.8380756982751489,4919.778651646211,57.19531304352729
FS_MetaModel,20,LinearRegression,XGB,2,6,0.8177436459470653,8648.39668761517,67.09027121728951
FS_MetaModel,20,LinearRegression,XGB,2,7,0.6273483960780806,5139.8596402997,51.60573968895156
FS_MetaModel,20,LinearRegression,XGB,2,8,0.6214297516373876,4839.870014006487,53.621515033215545
FS_MetaModel,20,LinearRegression,XGB,2,9,0.8806466452759688,5105.09192454509,54.697704664153186
FS_MetaModel,20,LinearRegression,XGB,2,10,0.8349274236778534,4652.316028691633,47.92801019828494
FS_MetaModel,20,LinearRegression,RF_XGB,2,1,0.5105838919719156,7762.415239276207,58.66580798291628
FS_MetaModel,20,LinearRegression,RF_XGB,2,2,0.3894860379671018,14310.301057344943,84.23505547658742
FS_MetaModel,20,LinearRegression,RF_XGB,2,3,0.8410061208829283,7741.959565826749,61.574453637501946
FS_MetaModel,20,LinearRegression,RF_XGB,2,4,0.5175907457049587,9053.81900879686,71.2562106511788
FS_MetaModel,20,LinearRegression,RF_XGB,2,5,0.8380756982751489,4919.778651646211,57.19531304352729
FS_MetaModel,20,LinearRegression,RF_XGB,2,6,0.8177436459470653,8648.39668761517,67.09027121728951
FS_MetaModel,20,LinearRegression,RF_XGB,2,7,0.6134939824931854,5330.948959319357,52.30528632629928
FS_MetaModel,20,LinearRegression,RF_XGB,2,8,0.6214297516373876,4839.870014006487,53.621515033215545
FS_MetaModel,20,LinearRegression,RF_XGB,2,9,0.8723147400420701,5461.471870663914,56.95363904049088
FS_MetaModel,20,LinearRegression,RF_XGB,2,10,0.8304836140641302,4777.557950487487,48.853788953303436
RandomAverage,30,None,None,30,1,0.6188701136631398,6044.934748398357,55.61592323880957
RandomAverage,30,None,None,30,2,0.334098027886628,15608.582748691624,89.72641483928676
RandomAverage,30,None,None,30,3,0.8411553427650256,7734.693438451594,63.52445498650561
RandomAverage,30,None,None,30,4,0.5674200225665018,8118.627052948267,68.13625059496948
RandomAverage,30,None,None,30,5,0.8113211706976629,5732.666848220069,59.85379388386161
RandomAverage,30,None,None,30,6,0.8224665215694714,8424.28761827116,67.25177093977528
RandomAverage,30,None,None,30,7,0.6190540970668668,5254.260148129657,52.242285748527756
RandomAverage,30,None,None,30,8,0.579572539477325,5374.99781889767,53.932485199057986
RandomAverage,30,None,None,30,9,0.8644292127828639,5798.758925768773,57.42548489726464
RandomAverage,30,None,None,30,10,0.8277110362972891,4855.698779647964,49.82641377833018
TopKAverage,30,None,None,30,1,0.6046991348359627,6269.694457364104,56.15617418122975
TopKAverage,30,None,None,30,2,0.3633956527090495,14921.853439376664,86.6975304007262
TopKAverage,30,None,None,30,3,0.8453298923489501,7531.420241623151,62.48108580140611
TopKAverage,30,None,None,30,4,0.5609387627297102,8240.266828696447,69.02060068728402
TopKAverage,30,None,None,30,5,0.8241120099731087,5344.040203956959,57.15177360144676
TopKAverage,30,None,None,30,6,0.8216323749600573,8463.869397525605,67.3327494652398
TopKAverage,30,None,None,30,7,0.622517079435545,5206.496384001144,51.58236957391488
TopKAverage,30,None,None,30,8,0.5868094133428181,5282.477265662862,53.89422840357153
TopKAverage,30,None,None,30,9,0.8741618127616496,5382.467170322012,55.05826978683301
TopKAverage,30,None,None,30,10,0.8303732710981697,4780.667796838887,49.5737520969039
FS_MetaModel,30,LinearRegression,RF,7,1,0.5361051323625896,7357.633986505443,58.2092945757826
FS_MetaModel,30,LinearRegression,RF,7,2,0.3555533395651451,15105.675381304993,93.38134361307911
FS_MetaModel,30,LinearRegression,RF,7,3,0.8348199057787757,8043.187685222397,61.10537693875914
FS_MetaModel,30,LinearRegression,RF,7,4,0.4012855228605423,11236.626299568925,77.41336335582906
FS_MetaModel,30,LinearRegression,RF,7,5,0.8244600723550491,5333.4649545480015,60.74187944293075
FS_MetaModel,30,LinearRegression,RF,7,6,0.8229002711658552,8403.70540816325,64.1307402129418
FS_MetaModel,30,LinearRegression,RF,7,7,0.5984652063975966,5538.23586989174,53.56238954873067
FS_MetaModel,30,LinearRegression,RF,7,8,0.5755651760265451,5426.230366316656,55.815174308038884
FS_MetaModel,30,LinearRegression,RF,7,9,0.8617548700926467,5913.148381371939,58.85773591386689
FS_MetaModel,30,LinearRegression,RF,7,10,0.8232198753629696,4982.275225401088,47.51958379097687
FS_MetaModel,30,LinearRegression,RFE_RF,3,1,0.5618605019291723,6949.139313082559,57.267158170297755
FS_MetaModel,30,LinearRegression,RFE_RF,3,2,0.37312249386007246,14693.858612289303,87.10560952234378
FS_MetaModel,30,LinearRegression,RFE_RF,3,3,0.8242133446943882,8559.657674531456,63.1712684414251
FS_MetaModel,30,LinearRegression,RFE_RF,3,4,0.47271542422148294,9896.03551906404,75.15001019190399
FS_MetaModel,30,LinearRegression,RFE_RF,3,5,0.8335085856188686,5058.542154756517,57.193522348354804
FS_MetaModel,30,LinearRegression,RFE_RF,3,6,0.8249493373454337,8306.473477609952,66.25592054845028
FS_MetaModel,30,LinearRegression,RFE_RF,3,7,0.6241352390880921,5184.177646064273,51.64865091776114
FS_MetaModel,30,LinearRegression,RFE_RF,3,8,0.6103473584066623,4981.554002414997,54.82310617398607
FS_MetaModel,30,LinearRegression,RFE_RF,3,9,0.8778006050549203,5226.825385519018,55.51882763677531
FS_MetaModel,30,LinearRegression,RFE_RF,3,10,0.8185634119609748,5113.510466316207,50.16463888661433
FS_MetaModel,30,LinearRegression,XGB,2,1,0.5775702840783853,6699.973316376616,55.94962142425576
FS_MetaModel,30,LinearRegression,XGB,2,2,0.3738253989808096,14677.382684598799,87.22661901755508
FS_MetaModel,30,LinearRegression,XGB,2,3,0.8352418683482987,8022.640874428921,62.48929660664517
FS_MetaModel,30,LinearRegression,XGB,2,4,0.5175907457049587,9053.81900879686,71.2562106511788
FS_MetaModel,30,LinearRegression,XGB,2,5,0.8380756982751489,4919.778651646211,57.19531304352729
FS_MetaModel,30,LinearRegression,XGB,2,6,0.8177436459470652,8648.396687615179,67.09027121728955
FS_MetaModel,30,LinearRegression,XGB,2,7,0.5705198267375697,5923.677197758719,55.96282652057682
FS_MetaModel,30,LinearRegression,XGB,2,8,0.5628982336837198,5588.17218472249,57.81836026856152
FS_MetaModel,30,LinearRegression,XGB,2,9,0.8845185123286282,4939.480850862685,53.33525346056724
FS_MetaModel,30,LinearRegression,XGB,2,10,0.7820968744561275,6141.263596028064,55.71814884959759
FS_MetaModel,30,LinearRegression,RF_XGB,5,1,0.5563351311938041,7036.774806265818,57.68314499888371
FS_MetaModel,30,LinearRegression,RF_XGB,5,2,0.3780431304917067,14578.520068092846,89.44261377582113
FS_MetaModel,30,LinearRegression,RF_XGB,5,3,0.8263944999251891,8453.449714216089,63.04140757343807
FS_MetaModel,30,LinearRegression,RF_XGB,5,4,0.4306517780712191,10685.48272743298,74.95585736936027
FS_MetaModel,30,LinearRegression,RF_XGB,5,5,0.8275623087104298,5239.209082940187,59.08600031299718
FS_MetaModel,30,LinearRegression,RF_XGB,5,6,0.8262861926720617,8243.03725208735,65.40414943176498
FS_MetaModel,30,LinearRegression,RF_XGB,5,7,0.5806667375377621,5783.724231645744,55.84222900736257
FS_MetaModel,30,LinearRegression,RF_XGB,5,8,0.5908487083106957,5230.836486501493,55.422877479703565
FS_MetaModel,30,LinearRegression,RF_XGB,5,9,0.8728806606793729,5437.265790473642,56.53817943280119
FS_MetaModel,30,LinearRegression,RF_XGB,5,10,0.8142274662755313,5235.712409615121,47.36095464552546
RandomAverage,40,None,None,40,1,0.611219013711398,6166.285504714737,56.29893812489442
RandomAverage,40,None,None,40,2,0.336011477431313,15563.731949618492,88.92586232911052
RandomAverage,40,None,None,40,3,0.8379358302937675,7891.4625890162,63.94809135923629
RandomAverage,40,None,None,40,4,0.5779101253974588,7921.749626635328,67.66196942175544
RandomAverage,40,None,None,40,5,0.8141395233030054,5647.036273730165,58.65120112075529
RandomAverage,40,None,None,40,6,0.8179956819998857,8636.437116846304,67.26859752930328
RandomAverage,40,None,None,40,7,0.614884022877632,5311.776594581862,52.21687516162115
RandomAverage,40,None,None,40,8,0.579399230420207,5377.213506243225,53.75014982290274
RandomAverage,40,None,None,40,9,0.8659231537967225,5734.858700900939,56.640296292220484
RandomAverage,40,None,None,40,10,0.8251909888656284,4926.722430702507,50.547977520861885
TopKAverage,40,None,None,40,1,0.6039766897249682,6281.152843892735,56.425425649661214
TopKAverage,40,None,None,40,2,0.34414427798447444,15373.101052386348,86.88594365957887
TopKAverage,40,None,None,40,3,0.8342921144546488,8068.887662562887,64.045120959556
TopKAverage,40,None,None,40,4,0.5662401701000197,8140.770431404431,68.33884168236521
TopKAverage,40,None,None,40,5,0.8181472395844142,5525.269023273629,57.608459183470856
TopKAverage,40,None,None,40,6,0.8160287541298635,8729.771434677208,67.1102681989164
TopKAverage,40,None,None,40,7,0.6152264049955551,5307.054231895233,51.69483287686258
TopKAverage,40,None,None,40,8,0.5825856430348288,5336.476488655439,53.73182346225712
TopKAverage,40,None,None,40,9,0.8708243056708835,5525.222106172601,55.163419044863076
TopKAverage,40,None,None,40,10,0.8234988534217067,4974.41265898798,51.40405160648611
FS_MetaModel,40,LinearRegression,RF,7,1,0.5369858899387993,7343.664675075904,59.32802916500363
FS_MetaModel,40,LinearRegression,RF,7,2,0.38063742369099396,14517.71045681188,89.90490170063171
FS_MetaModel,40,LinearRegression,RF,7,3,0.8358531080626309,7992.877507564322,62.30087933186494
FS_MetaModel,40,LinearRegression,RF,7,4,0.39171508955955303,11416.243440350234,77.5309458998305
FS_MetaModel,40,LinearRegression,RF,7,5,0.833450155351818,5060.317453321243,59.957845653030084
FS_MetaModel,40,LinearRegression,RF,7,6,0.8219752976010636,8447.597092244408,66.41815530152594
FS_MetaModel,40,LinearRegression,RF,7,7,0.5908732086960311,5642.9497693217845,53.29577696413155
FS_MetaModel,40,LinearRegression,RF,7,8,0.5622146799195591,5596.91114765059,57.433503180195196
FS_MetaModel,40,LinearRegression,RF,7,9,0.8861682445180808,4868.916981941615,53.63945753195747
FS_MetaModel,40,LinearRegression,RF,7,10,0.8056234494752417,5478.203356100394,48.32320360011888
FS_MetaModel,40,LinearRegression,RFE_RF,3,1,0.5618605019291723,6949.139313082559,57.267158170297755
FS_MetaModel,40,LinearRegression,RFE_RF,3,2,0.3606087120315843,14987.17866140875,88.66818269961918
FS_MetaModel,40,LinearRegression,RFE_RF,3,3,0.8359202273765652,7989.609237002895,62.7434771289983
FS_MetaModel,40,LinearRegression,RFE_RF,3,4,0.47271542422148294,9896.03551906404,75.15001019190399
FS_MetaModel,40,LinearRegression,RFE_RF,3,5,0.8335085856188686,5058.542154756517,57.193522348354804
FS_MetaModel,40,LinearRegression,RFE_RF,3,6,0.8249493373454337,8306.473477609952,66.25592054845028
FS_MetaModel,40,LinearRegression,RFE_RF,3,7,0.6241352390880921,5184.177646064273,51.64865091776114
FS_MetaModel,40,LinearRegression,RFE_RF,3,8,0.6103473584066623,4981.554002414997,54.82310617398607
FS_MetaModel,40,LinearRegression,RFE_RF,3,9,0.8778006050549203,5226.825385519018,55.51882763677531
FS_MetaModel,40,LinearRegression,RFE_RF,3,10,0.8064564222361734,5454.727303242388,51.92350085191877
FS_MetaModel,40,LinearRegression,XGB,2,1,0.5784296905665296,6686.342645234257,55.89192454365696
FS_MetaModel,40,LinearRegression,XGB,2,2,0.374001411012432,14673.257004730896,86.86973634015608
FS_MetaModel,40,LinearRegression,XGB,2,3,0.8410061208829283,7741.959565826749,61.574453637501946
FS_MetaModel,40,LinearRegression,XGB,2,4,0.5339741866213094,8746.33587600597,69.86735165937091
FS_MetaModel,40,LinearRegression,XGB,2,5,0.8380756982751489,4919.778651646208,57.19531304352727
FS_MetaModel,40,LinearRegression,XGB,2,6,0.8177436459470652,8648.396687615179,67.09027121728955
FS_MetaModel,40,LinearRegression,XGB,2,7,0.5905321314900842,5647.654133791499,55.669917214850244
FS_MetaModel,40,LinearRegression,XGB,2,8,0.5628982336837198,5588.17218472249,57.81836026856152
FS_MetaModel,40,LinearRegression,XGB,2,9,0.8860658831186184,4873.29527826172,53.663361956938495
FS_MetaModel,40,LinearRegression,XGB,2,10,0.8296966969907639,4799.73599480739,48.86724030969226
FS_MetaModel,40,LinearRegression,RF_XGB,3,1,0.5778195020704014,6696.020578599099,55.94015331751259
FS_MetaModel,40,LinearRegression,RF_XGB,3,2,0.364948275995145,14885.46032139016,89.372361518732
FS_MetaModel,40,LinearRegression,RF_XGB,3,3,0.8302527533421938,8265.578067112187,62.56145429689047
FS_MetaModel,40,LinearRegression,RF_XGB,3,4,0.5128614219280621,9142.57858612419,71.02790768286062
FS_MetaModel,40,LinearRegression,RF_XGB,3,5,0.8362443204812989,4975.421771778928,56.99026978619035
FS_MetaModel,40,LinearRegression,RF_XGB,3,6,0.8149133076896412,8782.701404383664,67.93848943058082
FS_MetaModel,40,LinearRegression,RF_XGB,3,7,0.5764192270353514,5842.3087314126215,55.72888648090031
FS_MetaModel,40,LinearRegression,RF_XGB,3,8,0.5602849713359824,5621.581704171655,58.018756690015216
FS_MetaModel,40,LinearRegression,RF_XGB,3,9,0.8866357335809479,4848.92110796577,53.374413810667804
FS_MetaModel,40,LinearRegression,RF_XGB,3,10,0.828193506640714,4842.101096967449,48.99021200137648
RandomAverage,45,None,None,45,1,0.6125301131535259,6145.490728811698,55.9947508448184
RandomAverage,45,None,None,45,2,0.332678247006701,15641.862072492122,88.68702395807698
RandomAverage,45,None,None,45,3,0.8358004221473787,7995.442966233781,64.183524032115
RandomAverage,45,None,None,45,4,0.5805859753525139,7871.529484770161,67.48794561926809
RandomAverage,45,None,None,45,5,0.8143321303996729,5641.184253543904,58.351691292153106
RandomAverage,45,None,None,45,6,0.8159282648277197,8734.53983549548,67.33562996349146
RandomAverage,45,None,None,45,7,0.6100066690154099,5379.048314343862,52.411677759888455
RandomAverage,45,None,None,45,8,0.5740166128947961,5446.028129871939,54.058186143325656
RandomAverage,45,None,None,45,9,0.8653255756777225,5760.418864137616,56.42301311939232
RandomAverage,45,None,None,45,10,0.8226710606239069,4997.742722572394,51.38838622824142
TopKAverage,45,None,None,45,1,0.6125301131535261,6145.4907288116965,55.9947508448184
TopKAverage,45,None,None,45,2,0.332678247006701,15641.862072492124,88.68702395807696
TopKAverage,45,None,None,45,3,0.8358004221473788,7995.442966233772,64.18352403211497
TopKAverage,45,None,None,45,4,0.580585975352514,7871.52948477016,67.48794561926812
TopKAverage,45,None,None,45,5,0.8143321303996728,5641.184253543906,58.35169129215313
TopKAverage,45,None,None,45,6,0.8159282648277197,8734.53983549548,67.33562996349146
TopKAverage,45,None,None,45,7,0.6100066690154098,5379.048314343862,52.41167775988847
TopKAverage,45,None,None,45,8,0.5740166128947961,5446.028129871941,54.05818614332566
TopKAverage,45,None,None,45,9,0.8653255756777225,5760.418864137617,56.42301311939234
TopKAverage,45,None,None,45,10,0.8226710606239069,4997.742722572394,51.388386228241416
FS_MetaModel,45,LinearRegression,RF,12,1,0.5263361969773079,7512.574806111371,59.62763230734211
FS_MetaModel,45,LinearRegression,RF,12,2,0.31036658609337453,16164.842060854606,93.42601675328933
FS_MetaModel,45,LinearRegression,RF,12,3,0.8681798095487957,6418.779075648234,52.52344355823725
FS_MetaModel,45,LinearRegression,RF,12,4,0.4418010154232026,10476.234716180612,75.41330884918169
FS_MetaModel,45,LinearRegression,RF,12,5,0.8076499570159679,5844.210072457811,65.0471151534648
FS_MetaModel,45,LinearRegression,RF,12,6,0.827734999915972,8174.2887037344735,63.25137753698346
FS_MetaModel,45,LinearRegression,RF,12,7,0.6140859541557305,5322.7840910496525,51.309681897118
FS_MetaModel,45,LinearRegression,RF,12,8,0.5435052606985515,5836.103628990266,59.5680196174955
FS_MetaModel,45,LinearRegression,RF,12,9,0.8980439692969415,4360.957513128501,51.82613113382472
FS_MetaModel,45,LinearRegression,RF,12,10,0.8131052378399526,5267.340687643009,53.53463199466682
FS_MetaModel,45,LinearRegression,RFE_RF,2,1,0.5784296905665296,6686.342645234257,55.89192454365696
FS_MetaModel,45,LinearRegression,RFE_RF,2,2,0.35065127178099265,15220.57867616355,90.22312030727653
FS_MetaModel,45,LinearRegression,RFE_RF,2,3,0.8370879179041762,7932.750363564711,62.34642629725818
FS_MetaModel,45,LinearRegression,RFE_RF,2,4,0.4770006342844517,9815.611033050622,73.46217094988117
FS_MetaModel,45,LinearRegression,RFE_RF,2,5,0.8330708563102637,5071.841772446604,58.090660863989406
FS_MetaModel,45,LinearRegression,RFE_RF,2,6,0.8244816472927905,8328.666224321742,66.53028603826027
FS_MetaModel,45,LinearRegression,RFE_RF,2,7,0.6263654471021304,5153.4171286260325,51.69807393242327
FS_MetaModel,45,LinearRegression,RFE_RF,2,8,0.6049641964406431,5050.375586500288,54.89175427854873
FS_MetaModel,45,LinearRegression,RFE_RF,2,9,0.8772103824271054,5252.070932893103,55.61507323820233
FS_MetaModel,45,LinearRegression,RFE_RF,2,10,0.809171520475534,5378.20644593294,50.96357791395424
FS_MetaModel,45,LinearRegression,XGB,2,1,0.5784296905665296,6686.342645234257,55.89192454365696
FS_MetaModel,45,LinearRegression,XGB,2,2,0.3496814155662179,15243.311873565866,90.35963768549765
FS_MetaModel,45,LinearRegression,XGB,2,3,0.8410061208829283,7741.959565826749,61.574453637501946
FS_MetaModel,45,LinearRegression,XGB,2,4,0.5339741866213094,8746.33587600597,69.86735165937091
FS_MetaModel,45,LinearRegression,XGB,2,5,0.8380756982751489,4919.778651646211,57.19531304352729
FS_MetaModel,45,LinearRegression,XGB,2,6,0.8177436459470652,8648.396687615179,67.09027121728955
